id,text,created_at,user_id,user_name,verfied,geo,quoted,favorite,retweet,place,coordinates,media_type,media_url,media_id,rt,rt_username
1319962135313563648,@MuhyiddinYassin please resign before you further damage the country. The rakyat will remember and come for you cum… https://t.co/q74rDvSi5R,2020-10-24 11:21:11,1233188403014799361,DaPrecevius,False,,0,0,0,,,,,,False,
1319962135368208384,"RT @prof_kurt_house: A discord comic workshop challenge... My OCs aren't for a country and timeline how celebrate halloween, but it is spoo…",2020-10-24 11:21:11,1150216261818880000,Scw 🦨,False,,0,0,0,,,,,,True,prof_kurt_house
1319962135552757760,"RT @ilariallegro: #Guinea 🇬🇳 As the country awaits for elections results, violence mounts &amp; internet is shut. Security forces should protec…",2020-10-24 11:21:11,1125893568,Tondie Mudambo,False,,0,0,0,,,,,,True,ilariallegro
1319962135733039104,RT @maddiemelb: It seems unbelievably cruel that us Victorians need to stomach another Richmond premiership in the midst of a global pandem…,2020-10-24 11:21:11,896721714914000896,🎃 aaaaaaaaamelia | BLM,False,,0,0,0,,,,,,True,maddiemelb
1319962136169172993,RT @AppleMaytree: Pre #Christmas #weekend breaks Book your #escape to the #country now! #dogfriendly #holiday #selfcatering #accommodation…,2020-10-24 11:21:11,1063428533794484224,amini54,False,,0,0,0,,,,,,True,AppleMaytree
1319962136974561285,RT @Danish_Harraz: May God save our country!🇲🇾,2020-10-24 11:21:11,1288755219799539719,Mir,False,,0,0,0,,,,,,True,Danish_Harraz
1319962137092104192,@TheEuphioAnswer @Styx666Official @PhdScuttle @Belastingdienst The Netherlands isn't a socialist country. Prime min… https://t.co/I7V2ltKsML,2020-10-24 11:21:11,94534308,Simone Laurey,False,,0,0,0,,,,,,False,
1319962138346225664,RT @RennyKeks: @Paul66153553 @Turandot2016 Can someone remind Sasha Johnson that police brutality taking place in a Country run by Black pe…,2020-10-24 11:21:12,1109242682843545601,unknown,False,,0,0,0,,,,,,True,RennyKeks
1319962139067617280,RT @saucy3george: @JennaEllisEsq Who does...true honest business men and women of this country... Frederica Wilson couldn’t possibly unders…,2020-10-24 11:21:12,826225632510144512,JamieJag ⭐️⭐️⭐️,False,,0,0,0,,,,,,True,saucy3george
1319962139591933954,@SafetyPinDaily We are a shit whole country,2020-10-24 11:21:12,24449687,NotMypotushumanscum,False,,0,0,0,,,,,,False,
1319962139734478850,"RT @DwinTheStoic: We need to be able to say to the people ""we assure you of two meals a day; one in the morning and one in the evening. All…",2020-10-24 11:21:12,89970339,Oludare Simileoluwa,False,,0,0,0,,,,,,True,DwinTheStoic
1319962140191621120,Tory scum: *starves the country’s children* 👿  Also Tory scum: uwuwu why u not civil and nice to us 🥺,2020-10-24 11:21:12,40004008,✨ Dean Tāne ✨,False,,0,0,0,,,,,,False,
1319962140837543936,New Documentary a must see,2020-10-24 11:21:12,2360991529,LeeLoo300🇺🇸,False,,0,0,0,,,,,,False,
1319962141160468480,選挙戦の影響ではないか,2020-10-24 11:21:12,1282122590752870400,あらいぐま,False,,0,0,0,,,,,,False,
1319962141160603648,@KizzmaiTTo Twitter remembers you but your country .......,2020-10-24 11:21:12,1304321364548030464,Timi,False,,0,0,0,,,,,,False,
1319962141420589056,RT @EricMMatheny: Joe is right. He never took money from a foreign country. He took it from his son.,2020-10-24 11:21:12,1200818436441591809,Sean,False,,0,0,0,,,,,,True,EricMMatheny
1319962143387693063,#TrumpLiesAmericansDie,2020-10-24 11:21:13,19315409,Author Claudette Melanson #BidenHarris2020,False,,0,0,0,,,,,,False,
1319962143492509696,"RT @marc_marcmc: @YFoureur @AmandaPerram @PeterDutton_MP Australia is a racist country. Until we accept that, we will not change, and we as…",2020-10-24 11:21:13,2271698515,💧🔥🔥🎀🎀Yvonne 4 er,False,,0,0,0,,,,,,True,marc_marcmc
1319962143626846208,"Great article, the power at the center of the SNP cabal will continue to erode the hopes and dreams of the nation o… https://t.co/NIddCKeSpw",2020-10-24 11:21:13,428448456,Foreright,False,,0,0,0,,,,,,False,
1319962144763449346,RT @RohanBeg: There is a very shallow understanding of the separation of powers among the general public or the fact of the constitution's…,2020-10-24 11:21:13,2411930666,สิทธิประวัติ ขุนนางมาร์กราฟ ศรีสัตยาวังสา,False,,0,0,0,,,,,,True,RohanBeg
1319962144893333505,RT @pwrsystm: PLEASE READ! MY APARTMENT BURNED WITHOUT ME BEING IN THE COUNTRY AND MY CAT IS DEAD. DETAILS IN THE GOFUNDME https://t.co/ZK9…,2020-10-24 11:21:13,1913906846,baldhead heaux shit,False,,0,0,0,,,,,,True,pwrsystm
1319962145078071296,"RT @Hs2Rebellion: Barbastelles, #JonesHillWoods “HS2 will destroy or impact important wildlife-rich habitat in a country that is rapidly lo…",2020-10-24 11:21:13,1357657212,Robert Payne,False,,0,0,0,,,,,,True,Hs2Rebellion
1319962145099010049,@BrianSpanner1 I’m not arguing against it and completely agree that we’ve wasted 6 months but every other country seem clueless too.,2020-10-24 11:21:13,219467652,General 77th Brigade,False,,0,0,0,,,,,,False,
1319962145682083840,RT @_negz_: The Lawlessness in this country is something else menh,2020-10-24 11:21:13,1010222515640291328,Lazy Nigerian Youth,False,,0,0,0,,,,,,True,_negz_
1319962146416021505,"Nice one bro. Where are all those who breathe, eat and dream Tinubu? The gullible haters and agents of destruction.… https://t.co/IZUFB0xiKm",2020-10-24 11:21:14,1317116406538928128,Hammer Head,False,,0,0,0,,,,,,False,
1319962147204595712,@AYCOMEDIAN They are the blessed ooh....country so messed 🤦‍♂️🤦‍♂️,2020-10-24 11:21:14,2744629827,emmanuel ikenna,False,,0,0,0,,,,,,False,
1319962147955363841,"@deyinkagrandson Please if you don’t have sense, explore the option of borrowing. Lunatics like you are the problem… https://t.co/xmdMyMnJi5",2020-10-24 11:21:14,4470012863,BASH,False,,0,0,0,,,,,,False,
1319962148689367041,RT @newtonk03975527: I think I hate their country... SMH+NKT= Idiocy personified #254sihami #PunguzaMizigoKenya #ARSLEI.... https://t.co/iJ…,2020-10-24 11:21:14,492848754,charles ngaruiya,False,,0,0,0,,,,,,True,newtonk03975527
1319962148794208257,RT @coachjstinson: Good Luck to our cross country runners at the region today! @_joelball,2020-10-24 11:21:14,1157155945593487360,Scottie Channel,False,,0,0,0,,,,,,True,coachjstinson
1319962149314301954,RT @Nisha_Khan16: #FalseIndianMedia  The country claiming democracy has always run at the behest of others....!!!!!  @Nisha_Khan16  @Jzba_e…,2020-10-24 11:21:14,1177204549049884672,✖️ Mind Breaker ✖️,False,,0,0,0,,,,,,True,Nisha_Khan16
1319962149951856640,@MaziNnamdiKanu @StateIRF It is only in the zoo so-called niga area that I see soldiers killing on unharmed people… https://t.co/BsybzP3FXl,2020-10-24 11:21:14,1256636218416271362,MAZI EDEH CHUKWUMA EMMANUEL,False,,0,0,0,,,,,,False,
1319962150954217474,"RT @TSwiftNZ: “Speak Now will always hold a special place in the heart of her biggest fans, as a critical step in her evolution from countr…",2020-10-24 11:21:15,1141931244814524416,𝑘𝑎𝑙𝑖𝑛𝑎⁴ ❀,False,,0,0,0,,,,,,True,TSwiftNZ
1319962153806417922,"@realDonaldTrump What you are is a liar, a racist, and a cheat. You fight against our Constitution and every decent… https://t.co/c6sQVyhCoI",2020-10-24 11:21:15,570758893,J Mendez-Diez,False,,0,0,0,,,,,,False,
1319962154922053632,"RT @zhullyyy_: So, you’re telling me no security personnel was around in all these locations from yesterday and till this morning the looti…",2020-10-24 11:21:16,230300746,EnolaHolmes🕵,False,,0,0,0,,,,,,True,zhullyyy_
1319962156054597634,"RT @truthdiviner: @DemocracyInn @aimemsn The criminal Postmaster General, Louis DeJoy must be prosecuted and serve time in prison for commi…",2020-10-24 11:21:16,822474099825836035,Isabella L,False,,0,0,0,,,,,,True,truthdiviner
1319962157350481920,RT @arnabofficial9: Nation wants to know P2:  A. How can we protect the whistleblowers in real sense? B. How can we push the PR dirty agend…,2020-10-24 11:21:16,1291209272697565184,Uttam Kumar,False,,0,0,0,,,,,,True,arnabofficial9
1319962157761646593,Marcus Rashford’s week:  ☑️ Scores the winner against PSG  ☑️ Puts in a shift at the local food bank ☑️ Single-hand… https://t.co/wnv7rvpeoW,2020-10-24 11:21:16,985172054,FootballFunnys,False,,0,0,0,,,photo,https://pbs.twimg.com/media/ElFyk6xX0AEBP8c.png,1.319962144373461e+18,False,
1319962158973681664,Plz provide him protection from #fascist govt,2020-10-24 11:21:17,704623136755601408,अंकिता चौरसिया,False,,0,0,0,,,,,,False,
1319962159032401920,RT @fairbairntony8: @Diego_Barbiani Yeah she met him recently as well.,2020-10-24 11:21:17,943859430872907777,I LOVE TENNIS🎾,False,,0,0,0,,,,,,True,fairbairntony8
1319962159741243394,"Joe Biden, what a Real President &amp; True Leader is supposed to be like &amp; Unite Our Country &amp; A President for All of… https://t.co/tu5iaEpAkR",2020-10-24 11:21:17,2566583383,Cali Guy,False,,0,0,0,,,,,,False,
1319962160550871040,"@idowu553 Please ma, don't get it twisted o. The primary motive of the protest is very clear. The interruption of t… https://t.co/EdL24Q9DCa",2020-10-24 11:21:17,402850629,Temitope Idowu,False,,0,0,0,,,,,,False,
1319962160634658816,"RT @EChabriere: Mr Veran, je vous laisse analyser la surmortalité de la Suede (catastrophique selon vos dires) qui n'a pas confiné avec cel…",2020-10-24 11:21:17,3053786963,Juan,False,,0,0,0,,,,,,True,EChabriere
1319962160840192001,@chipfranklin You have to be a fascist. You have to want an authoritarian to lead this country as PuTin does. You a… https://t.co/0fnVhFWZnZ,2020-10-24 11:21:17,804677905150316545,WTF,False,,0,0,0,,,,,,False,
1319962161129639937,"@dobbin_steve @Try2bLogical @chop1222 @icecube The division comes from left! They are the ones who are looting, rio… https://t.co/qsG2Fry7iA",2020-10-24 11:21:17,27857338,Christina,False,,0,0,0,,,,,,False,
1319962161498738688,"@jamsy3 @EthanJSkolnick yes, politics should be here and everywhere where there is an audience. How else are the pe… https://t.co/VHiJAMfqBx",2020-10-24 11:21:17,298076297,myth»★«media,False,,0,0,0,,,,,,False,
1319962162618511360,WTF is going on in our country?,2020-10-24 11:21:17,445959059,MistyMoo,False,,0,0,0,,,,,,False,
1319962163046469636,I won’t stop tweeting. For all the lives lost - for the oppressed - for those who cannot fight. I will do what I ca… https://t.co/a94vN6KYAg,2020-10-24 11:21:18,890686742,#EndSARS 𝓢𝓱𝓮𝓵𝓵𝓮 ˢᵀ 🇳🇬🇬🇧🌶📌,False,,0,0,0,,,,,,False,
1319962163285471234,"RT @ReallyKW: The Dems have acted so disgusting this whole 4 years! And today they just showed the world once again, how hateful they are &amp;…",2020-10-24 11:21:18,302201577,Kristy Smith,False,,0,0,0,,,,,,True,ReallyKW
1319962163889438720,@SaharaReporters @welcome24eva Turns out we are the problems of ourselves in this country... 💔,2020-10-24 11:21:18,3608201963,#EndBadGovernanceNow!!!!,False,,0,0,0,,,,,,False,
1319962163914522624,#The3DGame : WEEK 1   Aku jarang keluar si sebenernya tapi kalo kamu ke sini aku pengen ajak kamu ke jogja aku kasi… https://t.co/lKueTUQuRb,2020-10-24 11:21:18,1283969285627363328,DON'T FOLLOW ME BACK,False,,0,0,0,,,,,,False,
1319962163948158976,"@pmnewsnigeria Thank God for that at least we can get better news and known what is going on around the country, it… https://t.co/n9TROmxb42",2020-10-24 11:21:18,3190217825,yinka adelakun,False,,0,0,0,,,,,,False,
1319962165261012993,Nigeria is the first country in the world that witness a massacre with zero casualty/death,2020-10-24 11:21:18,3314909265,Abdul🇳🇬,False,,0,0,0,,,,,,False,
1319962167068811264,RT @brighton_alan: The (Labour) Welsh Govt is largely useless - the NHS collapsed under their management and the country is falling apart -…,2020-10-24 11:21:18,356774898,Robert,False,,0,0,0,,,,,,True,brighton_alan
1319962167555297281,RT @petersturdgess: Astounded that Duty Free shops are being withdrawn at Airport and Ports across the country. Only a few week ago Jacob R…,2020-10-24 11:21:19,817401306,Elizabeth @MeallyHen :Oliver Twist's sister,False,,0,0,0,,,,,,True,petersturdgess
1319962167605645312,"Yes, see a flicker of hope for Nigeria. No one, country is down for ever. Had prayed for a new Nigeria at the marki… https://t.co/nNWy2kVrXh",2020-10-24 11:21:19,136341699,Ndu Eke,False,,0,0,0,,,,,,False,
1319962168117387264,"RT @molarawood: The ""mess generated'.  How glib and disrespectful of the untold suffering at this site. As someone said, a crime scene.   H…",2020-10-24 11:21:19,353512058,Ayọ̀délé M. Ìbíyẹmí,False,,0,0,0,,,,,,True,molarawood
1319962169816027136,ERDOGAN! Your true Muslim leader. love you,2020-10-24 11:21:19,870339034681294848,FaizanAurakzai,False,,0,0,0,,,,,,False,
1319962171279892480,Good luck to our Boys and Girls Cross Country teams today!,2020-10-24 11:21:20,1299424674187808770,Montini_Athletics,False,,0,0,0,,,,,,False,
1319962172152315908,@UrhieIgho @_EmmyJnr_ @oloye__ We're really sorry for the delay. Card delivery is currently on hold due to the curr… https://t.co/LNjepiHAey,2020-10-24 11:21:20,1118465060299575296,Kuda,False,,0,0,0,,,,,,False,
1319962173179912192,FACTS🤢,2020-10-24 11:21:20,1298332343095234563,#EndSars #20-10-2020🤬,False,,0,0,0,,,,,,False,
1319962177328025600,@AbdulHamidAhmad Kuwait is real Islamic country,2020-10-24 11:21:21,1208597627203444738,CHIEF999🇵🇰,False,,0,0,0,,,,,,False,
1319962179227975680,Let's make Arnab's Roar louder SSRIANS.,2020-10-24 11:21:21,60872689,Jai Shiv Shambhu,False,,0,0,0,,,,,,False,
1319962179735556096,@derinmama So I dey viewing Centre wan try watch football but water dey run down my chic. Wat a fucking country #endSARS,2020-10-24 11:21:22,80572234,Illary  epieh,False,,0,0,0,,,,,,False,
1319962180926771201,They are repulsive and dangerous,2020-10-24 11:21:22,1362458665,Dan Smith,False,,0,0,0,,,,,,False,
1319962181648134144,RT @arslan_hidayat: Summed up perfectly.,2020-10-24 11:21:22,2751994385,darker fangs,False,,0,0,0,,,,,,True,arslan_hidayat
1319962182591926273,"Saturday October 24,2020 Athletic Schedule ☀️ Cross Country at the Olympic Conference Championships 🏆  Frosh Footba… https://t.co/q0YNFNDvmp",2020-10-24 11:21:22,1038128484,WTHS Athletics,False,,0,0,0,,,,,,False,
1319962183179116545,"RT @gstuedler: Voting for trump is not going to save your life, is not going to save your money, is not going to return your life to normal…",2020-10-24 11:21:22,229556037,The Chimpy Man,False,,0,0,0,,,,,,True,gstuedler
1319962188627517443,@HuffPost She should ask Trump and the rest of the Republicans who have been running this country for 4 years.,2020-10-24 11:21:24,1220027288009527296,Peggy Jurado,False,,0,0,0,,,,,,False,
1319962191513047040,@Dipankar_purk @PMOIndia @narendramodi You mean all those country who did sanatisatiom and washing/ disinfecting the city was of no use !?,2020-10-24 11:21:24,1064417102876958721,𝕸𝖎𝖙𝖊𝖘𝖍,False,,0,0,0,,,,,,False,
1319962191781453824,RT @junior_navy: ทุกคนช่วยเข้าไปรีข่าวนี้หน่อยค่ะ อันนี้ลงข่าวที่ช่องใหญ่ของออสเตรเลีย อยากให้คนสนใจเยอะๆ,2020-10-24 11:21:24,712935324033351680,Supa🐻,False,,0,0,0,,,,,,True,junior_navy
1319962192217686017,RT @Khushi4justice: India is an independent country. Why then @republic is being targeted for reporting the truth? Why then do we need to s…,2020-10-24 11:21:24,1299205531484053505,Nidhi 🦋💫_ (SSRF)🤖,False,,0,0,0,,,,,,True,Khushi4justice
1319962193274650626,"Hey #Australia  This, ok? #auspol",2020-10-24 11:21:25,629280862,Angie Adamson,False,,0,0,0,,,,,,False,
1319962195262869504,Very much so. Sad really. From the Ashfield area originally before moving North. They deserve so much better than t… https://t.co/9uAuXb7JnD,2020-10-24 11:21:25,1374149077,Adrian Glover,False,,0,0,0,,,animated_gif,https://pbs.twimg.com/tweet_video_thumb/ElFynafXUAAdse8.jpg,1.3199621872476037e+18,False,
1319962197024538628,"If we do not set aside our differences and change this country for good, nobody will come and do it for us. We all… https://t.co/JDiMByTWee",2020-10-24 11:21:26,456677248,Ashraf Mailadi,False,,0,0,0,,,,,,False,
1319962197611642885,@OGTwerd It’s embarrassing how hard people try to paint the gov as evil children hating bastards  Same people who s… https://t.co/90PhNTPZBc,2020-10-24 11:21:26,1173405241854910464,נילי🇬🇧🇮🇱🏴󠁧󠁢󠁥󠁮󠁧󠁿,False,,0,0,0,,,,,,False,
1319962198198845443,RT @CindyKendrick11: I love you for that!! Thank you!!❤❤ https://t.co/EPpMTnRxDu,2020-10-24 11:21:26,854913103,Wm. Kent Yokley,False,,0,0,0,,,,,,True,CindyKendrick11
1319962198412853249,"a test kits online  (Google - news items)  Easter 2020 (04-12-2020) vs Today (10-24-2020)  Irresponsible, False Pre… https://t.co/IFH7JFYvj3",2020-10-24 11:21:26,1275470856349577216,Charles Thomas Wild,False,,0,0,0,,,,,,False,
1319962198878392320,unlike the way we look at our leaders. Let us all join hands to make this country great. Let peace and unity reign.,2020-10-24 11:21:26,456677248,Ashraf Mailadi,False,,0,0,0,,,,,,False,
1319962199281061888,RT @kigogo2014: Tanzania mjipange maana wanafanya madubwana haya kuanzia kesho https://t.co/McYOmCzQUy,2020-10-24 11:21:26,1319310480696029191,Mica S,False,,0,0,0,,,,,,True,kigogo2014
1319962199918563328,"RT @sapphiresdust: Is the country rocking yet, kushner? https://t.co/r7u0jsIJ1X",2020-10-24 11:21:26,455111530,todd 🇺🇸⚣😷,False,,0,0,0,,,,,,True,sapphiresdust
1319962200706985985,RT @matsuokacult: / mass killings etc   heelloo this is sudden but please take time to read this if u can  as a nigerian myself i’m so angr…,2020-10-24 11:21:27,1267244071350726656,aku shall live,False,,0,0,0,,,,,,True,matsuokacult
1319962201109790721,Games of thrown have intervene i love my country people. #Nigeria2023 #EndSARSBrutality #ENDSARS https://t.co/4cRj6eUJVz,2020-10-24 11:21:27,972196599047868416,#Nigeria2023,False,,0,0,0,,,,,,False,
1319962204712497152,@SER0TONIIN the prince of my country—,2020-10-24 11:21:27,1318492570457026561,ًlyra,False,,0,0,0,,,,,,False,
1319962204725112833,"@RahulGandhi What has your contribution till date been in strengthening d country's GDP ? And,pls-No women's empowe… https://t.co/5BlYKEIuZ1",2020-10-24 11:21:27,1304261285710766080,PreahD,False,,0,0,0,,,,,,False,
1319962205127933953,"@dumbricardo Yes, in terms of mind and mindset...( It's like I'm the only one in the country ...)",2020-10-24 11:21:28,977589069881495552,Eduard,False,,0,0,0,,,,,,False,
1319962207975886848,More lies from Spaffer and the badge man,2020-10-24 11:21:28,813163817018556416,Sophie Ramsay🌑🕷🌟,False,,0,0,0,,,,,,False,
1319962208298700801,@jaeminlannister oh but tbh every country does have their shit like sometimes u love them and then boom they drop something shitty,2020-10-24 11:21:28,1314465764208902144,"ren ²³ ◡̈ "" i hate people ! """,False,,0,0,0,,,,,,False,
1319962208890048512,"Perhaps he could not stomach the thought of children being kidnapped, drugged, and raped while leaders/law enforcem… https://t.co/YHwb188XKS",2020-10-24 11:21:28,395642972,Patton Spotting ⭐️⭐️⭐️ (Parler: @PattonSpotting),False,,0,0,0,,,photo,https://pbs.twimg.com/media/ElFyoY3XUAYmAC7.jpg,1.3199622039912653e+18,False,
1319962210664206336,@Soumyadipta @adv_chandnishah See the name of compliance officer and you understand that why 'suicide' has been use… https://t.co/HcX7zP7959,2020-10-24 11:21:29,1301584196054343680,Arvind Ojha,False,,0,0,0,,,,,,False,
1319962210706272256,Great night in Pioneer Country! So happy for this boy and still wondering how he’s graduating soon. 😢 Congrats… https://t.co/DiXnhrGCXS,2020-10-24 11:21:29,431642812,Dr. Kelley Harrell,False,,0,0,0,,,photo,https://pbs.twimg.com/media/ElFynpmWAAEd_oA.jpg,1.3199621913034097e+18,False,
1319962212719525888,@masroor_akhter @FaheemYounus Yes of course pm did the right thing by going on a holiday when the first wave hit th… https://t.co/DuCO3EnGSq,2020-10-24 11:21:29,1197399180442062851,Ayesha,False,,0,0,0,,,,,,False,
1319962213290024960,RT @GiantHaydocks: The people who continually hark back to when people had a backbone in this country and 'the Blitz Spirit' are the same o…,2020-10-24 11:21:30,1311170596311621632,HARKBOT,False,,0,0,0,,,,,,True,GiantHaydocks
1319962213981982722,2 days nalang.,2020-10-24 11:21:30,1120638812655239169,Ronilo Jr Santos,False,,0,0,0,,,,,,False,
1319962214011424769,Lol... This country that every section reminds you of where you come from at every provocation? It happens though b… https://t.co/k9qGA16fzQ,2020-10-24 11:21:30,2251803596,MRMAN 🔊,False,,0,0,0,,,,,,False,
1319962214128865280,Listening to that Pratt speak is hard work. How telling that he doesn't let the NHS staff be heard. He kind of remi… https://t.co/jkkEL2zB0E,2020-10-24 11:21:30,32877168,Mr Five,False,,0,0,0,,,,,,False,
1319962214200127494,@xiotex I've done thousands of kilometers cross country hiking. Weeks of walking and camping in the backcountry. I… https://t.co/gsYAvYWQIr,2020-10-24 11:21:30,1134524588426170370,Jose Garcia,False,,0,0,0,,,,,,False,
1319962214233706496,#Corona #TrumpLied220KDied,2020-10-24 11:21:30,1260279834,Angela #Vote #wearamask 😷,False,,0,0,0,,,,,,False,
1319962214300852225,"RT @robbystarbuck: Our country is being ruined right now by elected Democrat politicians.  Democrat states have: MORE lockdowns, MORE death…",2020-10-24 11:21:30,1270458089117024256,TxDogMom,False,,0,0,0,,,,,,True,robbystarbuck
1319962217807306752,Done,2020-10-24 11:21:31,180738805,Keano,False,,0,0,0,,,,,,False,
1319962218021179392,RT @Joy_Villa: Shoutout to my incredible sister @IvankaTrump . She is campaigning all over the country supporting us and her father preside…,2020-10-24 11:21:31,947682615506751489,Susan m. Kerigan,False,,0,0,0,,,,,,True,Joy_Villa
1319962218021216257,"@realDonaldTrump Sad to see the United States so divided! A President that doesn't see ""Blue"" states as part of the… https://t.co/i1jNAiQILI",2020-10-24 11:21:31,3579907756,DoxieGirl,False,,0,0,0,,,,,,False,
1319962220361445376,Manila bay’s “rehab” served its purpose. Sensational news like these has always been a distraction for bigger and m… https://t.co/gbnMMZ4hiI,2020-10-24 11:21:31,3130345904,VersangMarangal,False,,0,0,0,,,photo,https://pbs.twimg.com/media/ElFyoLTVgAIoyl3.png,1.3199622003504906e+18,False,
1319962220592271365,RT @stephenamj: Amazing! @MarcusRashford is shouting out organisations and restaurants all over the country which will provide for children…,2020-10-24 11:21:31,1150656487225745408,lorraine,False,,0,0,0,,,,,,True,stephenamj
1319962221393358848,Truth is being suppressed ...,2020-10-24 11:21:31,1303810044283228162,Asha Bora,False,,0,0,0,,,,,,False,
1319962221439537153,Hear this speach and you will agree with me that this country Nigeria doesn't have direction. https://t.co/uVk3aGCuTO,2020-10-24 11:21:31,3305956461,Glad,False,,0,0,0,,,,,,False,
1319962221691154432,It's really hard living in a country where using pronouns other than the ones that match these on your official rec… https://t.co/bMPrS6zgQ7,2020-10-24 11:21:32,1139471437671124992,-A // back at the dark place 🌸,False,,0,0,0,,,,,,False,
1319962221707988995,@reedcanesheat @mikededo44 @LindsayDeeds,2020-10-24 11:21:32,1623914060,D.D.,False,,0,0,0,,,,,,False,
1319962222752419840,"RT @calumswhitelies: USA moots please make sure to vote, even if you think yours don't count it really does and it's important if you wanna…",2020-10-24 11:21:32,3344466065,bianca🐼,False,,0,0,0,,,,,,True,calumswhitelies
1319962223402516481,"RT @Will_m_joseph: Its a stupid law. You dont punish a person for going through a tough time, you give them proper treatment. You dont trea…",2020-10-24 11:21:32,1171435989262192640,ℨ𝔢 𝔅𝔞𝔡 𝔅𝔦𝔱𝔠𝔥,False,,0,0,0,,,,,,True,Will_m_joseph
1319962224677449728,"@mileysassygirl Yesss! She commands the stage! The Can't Be Tamed tour (which skipped the U.S), Bangerz and I saw h… https://t.co/Lx7xvoc0Zf",2020-10-24 11:21:32,1300451396714594304,Cloudy boy,False,,0,0,0,,,photo,https://pbs.twimg.com/media/ElFypZIU8AAfEbY.jpg,1.319962221242282e+18,False,
1319962224824360961,#ParamBirScam,2020-10-24 11:21:32,1285588402117775361,Chachal,False,,0,0,0,,,,,,False,
1319962225034100736,"This is because of the anyhow shooting going on in the country,e even shock the GUNNERS. #EndBadGoveranceInNigeria",2020-10-24 11:21:32,1116007128949506049,OG,False,,0,0,0,,,,,,False,
1319962225529049088,RT @abbienaija: Please note that protests are still going on in other parts of the country. #EndSARS https://t.co/EI98qIwr95,2020-10-24 11:21:32,212015548,Temi™,False,,0,0,0,,,,,,True,abbienaija
1319962225759629313,@CodyThe1st_ Yes it's a country same as Cape Town,2020-10-24 11:21:32,931202068597084160,Black Juice ZB 🍊🍊🍊🍊🍊,False,,0,0,0,,,,,,False,
1319962226221088772,https://t.co/4xm7H8hiiC,2020-10-24 11:21:33,774936032202592259,Joel Norris,False,,0,0,0,"West Hartford, CT","(-72.786564, 41.717959)",,,,False,
